ate = 0.011636
1305031104.455800 0.006356 -0.036231 0.009577
1305031104.465900 0.005955 -0.036451 0.006651
1305031104.475800 0.005745 -0.036742 0.003817
1305031104.485800 0.005436 -0.037028 0.000976
1305031104.495800 0.005241 -0.037116 -0.001951
1305031104.505800 0.005028 -0.037251 -0.004659
1305031104.515800 0.004746 -0.037506 -0.007858
1305031104.526000 0.004653 -0.037753 -0.010903
1305031104.535900 0.004213 -0.038364 -0.013504
1305031104.545800 0.004194 -0.038126 -0.017309
1305031104.555800 0.004184 -0.038424 -0.020129
1305031104.565800 0.004001 -0.038683 -0.023321
1305031104.575800 0.004106 -0.038860 -0.026289
1305031104.585800 0.004195 -0.039614 -0.029337
1305031104.595800 0.004249 -0.039942 -0.033076
1305031104.605800 0.004368 -0.040368 -0.036372
1305031104.615900 0.004909 -0.040544 -0.039810
1305031104.625800 0.005127 -0.040974 -0.043099
1305031104.635800 0.005250 -0.041104 -0.046285
1305031104.645800 0.005700 -0.041292 -0.049870
1305031104.656000 0.006107 -0.041636 -0.052941
1305031104.665800 0.006539 -0.041793 -0.056246
1305031104.675900 0.006854 -0.042071 -0.059402
1305031104.685800 0.007459 -0.042346 -0.062397
1305031104.695800 0.007905 -0.042300 -0.065794
1305031104.705800 0.008401 -0.042555 -0.068655
1305031104.715800 0.008767 -0.043135 -0.071277
1305031104.725800 0.009477 -0.043195 -0.074216
1305031104.735900 0.010072 -0.043454 -0.077071
1305031104.745800 0.010763 -0.043484 -0.079730
1305031104.755800 0.011323 -0.043760 -0.082086
1305031104.765800 0.012213 -0.043797 -0.084731
1305031104.775800 0.012900 -0.043593 -0.087202
1305031104.785800 0.013538 -0.043764 -0.089208
1305031104.795800 0.014485 -0.043963 -0.091333
1305031104.805800 0.015152 -0.043650 -0.093461
1305031104.815800 0.016070 -0.043802 -0.095164
1305031104.825800 0.016972 -0.044002 -0.096650
1305031104.835900 0.017679 -0.043975 -0.098103
1305031104.845800 0.018475 -0.043860 -0.099345
1305031104.855800 0.019145 -0.043850 -0.100299
1305031104.865800 0.020012 -0.043692 -0.101113
1305031104.875800 0.020579 -0.043445 -0.101886
1305031104.885800 0.021103 -0.043354 -0.102146
1305031104.895800 0.021526 -0.043182 -0.102350
1305031104.905900 0.022238 -0.043006 -0.102392
1305031104.915800 0.022933 -0.042878 -0.102217
1305031104.925800 0.023411 -0.042789 -0.101838
1305031104.936200 0.023645 -0.042771 -0.100898
1305031104.945800 0.024112 -0.042589 -0.100316
1305031104.955800 0.024147 -0.042564 -0.099389
1305031104.965800 0.024482 -0.042098 -0.098206
1305031104.975900 0.024788 -0.042038 -0.096837
1305031104.985800 0.024970 -0.041711 -0.095007
1305031104.995800 0.024947 -0.041516 -0.093176
1305031105.005800 0.024913 -0.041227 -0.091143
1305031105.015800 0.025062 -0.041072 -0.088940
1305031105.025800 0.024810 -0.040745 -0.086640
1305031105.035800 0.024746 -0.040333 -0.084123
1305031105.045800 0.024352 -0.040159 -0.081317
1305031105.055800 0.024346 -0.039986 -0.078342
1305031105.065800 0.023974 -0.039547 -0.075706
1305031105.075800 0.023457 -0.039183 -0.072501
1305031105.085800 0.023235 -0.039049 -0.069322
1305031105.095800 0.022711 -0.038748 -0.066040
1305031105.105800 0.022201 -0.038243 -0.062850
1305031105.115800 0.021444 -0.038107 -0.059209
1305031105.125800 0.020714 -0.037486 -0.055690
1305031105.135800 0.019937 -0.037241 -0.051705
1305031105.145800 0.019255 -0.036766 -0.047526
1305031105.155800 0.018482 -0.036302 -0.043494
1305031105.165800 0.017299 -0.035652 -0.039224
1305031105.175800 0.016527 -0.035188 -0.035192
1305031105.185800 0.015827 -0.034761 -0.030795
1305031105.195800 0.014936 -0.034263 -0.026489
1305031105.205800 0.013931 -0.033964 -0.022098
1305031105.215900 0.013250 -0.033567 -0.017981
1305031105.225800 0.012160 -0.033061 -0.013690
1305031105.235800 0.011171 -0.032637 -0.009454
1305031105.245800 0.010170 -0.032041 -0.004953
1305031105.255800 0.009034 -0.031537 -0.000023
1305031105.265800 0.008512 -0.030861 0.003433
1305031105.275800 0.007181 -0.030131 0.008396
1305031105.285800 0.006617 -0.029091 0.011239
1305031105.295800 0.005432 -0.028884 0.016697
1305031105.305800 0.004449 -0.028319 0.020918
1305031105.315800 0.003476 -0.027770 0.024999
1305031105.325800 0.002702 -0.027229 0.029094
1305031105.335800 0.001720 -0.026664 0.033314
1305031105.345800 0.000963 -0.026075 0.037192
1305031105.355800 0.000176 -0.025815 0.041316
1305031105.365900 -0.000554 -0.025116 0.044898
1305031105.375800 -0.001450 -0.024837 0.049156
1305031105.385800 -0.002014 -0.024396 0.053062
1305031105.395800 -0.002863 -0.023663 0.056917
1305031105.405800 -0.003539 -0.023047 0.061082
1305031105.415800 -0.004556 -0.022577 0.065738
1305031105.425800 -0.004980 -0.021828 0.069264
1305031105.435800 -0.005705 -0.021510 0.073956
1305031105.445800 -0.006354 -0.020863 0.077763
1305031105.455800 -0.007032 -0.020621 0.081755
1305031105.465800 -0.007496 -0.020185 0.085668
1305031105.476100 -0.007864 -0.019519 0.089776
1305031105.485800 -0.008410 -0.019031 0.093465
1305031105.495800 -0.008878 -0.018361 0.097566
1305031105.505800 -0.009269 -0.017960 0.101845
1305031105.515800 -0.009635 -0.017449 0.105828
1305031105.525800 -0.010124 -0.017123 0.110037
1305031105.535800 -0.010374 -0.016491 0.113872
1305031105.545900 -0.010759 -0.015950 0.118136
1305031105.555800 -0.010906 -0.015478 0.121853
1305031105.565800 -0.011399 -0.014995 0.126187
1305031105.575800 -0.011582 -0.014540 0.130402
1305031105.585800 -0.011768 -0.014006 0.134680
1305031105.595800 -0.012026 -0.013437 0.138593
1305031105.605800 -0.012108 -0.013064 0.142753
1305031105.615800 -0.012276 -0.012483 0.146813
1305031105.625800 -0.012469 -0.012012 0.151168
1305031105.635800 -0.012648 -0.011338 0.155431
1305031105.645800 -0.012735 -0.010731 0.159779
1305031105.655800 -0.012806 -0.009999 0.163972
1305031105.665800 -0.012804 -0.009302 0.168530
1305031105.675900 -0.012972 -0.008721 0.172590
1305031105.685800 -0.012752 -0.008063 0.176882
1305031105.695800 -0.012723 -0.007335 0.181081
1305031105.705800 -0.012509 -0.006817 0.185388
1305031105.715800 -0.012487 -0.006229 0.189603
1305031105.725800 -0.012296 -0.005525 0.194315
1305031105.735800 -0.012159 -0.004737 0.198444
1305031105.745900 -0.011857 -0.004130 0.202961
1305031105.755800 -0.011738 -0.003390 0.207308
1305031105.765800 -0.011352 -0.002913 0.211987
1305031105.775800 -0.010909 -0.002074 0.216060
1305031105.785800 -0.010500 -0.001331 0.220569
1305031105.795900 -0.010071 -0.000696 0.224735
1305031105.805800 -0.009672 0.000063 0.229384
1305031105.815800 -0.009145 0.000772 0.233620
1305031105.825800 -0.008714 0.001781 0.237959
1305031105.835800 -0.008295 0.002432 0.242265
1305031105.845800 -0.007653 0.003340 0.246415
1305031105.855800 -0.007229 0.004209 0.250768
1305031105.865800 -0.006698 0.005214 0.255114
1305031105.875800 -0.006158 0.006204 0.259320
1305031105.885800 -0.005503 0.007393 0.263441
1305031105.895800 -0.005037 0.008497 0.267344
1305031105.905800 -0.004582 0.009694 0.271450
1305031105.915900 -0.004224 0.010739 0.275423
1305031105.925800 -0.003875 0.011800 0.279537
1305031105.935800 -0.003616 0.012849 0.283504
1305031105.945800 -0.003337 0.014241 0.287363
1305031105.955800 -0.003155 0.015560 0.291152
1305031105.965800 -0.002975 0.016956 0.295004
1305031105.975800 -0.002795 0.018353 0.298856
1305031105.985800 -0.002620 0.019531 0.302660
1305031105.995900 -0.002438 0.020849 0.306449
1305031106.005800 -0.002430 0.022286 0.309929
1305031106.015800 -0.002341 0.023671 0.313633
1305031106.025800 -0.002357 0.024919 0.317346
1305031106.035800 -0.002163 0.026067 0.320869
1305031106.045800 -0.002264 0.027522 0.324482
1305031106.055800 -0.002464 0.028903 0.328025
1305031106.065800 -0.002437 0.030309 0.331224
1305031106.075800 -0.002637 0.031691 0.334766
1305031106.085800 -0.003060 0.032892 0.338528
1305031106.095800 -0.003130 0.034146 0.341594
1305031106.105800 -0.003520 0.035520 0.344983
1305031106.115800 -0.003909 0.036894 0.348371
1305031106.125800 -0.004179 0.038155 0.351423
1305031106.135800 -0.004541 0.039561 0.354453
1305031106.145800 -0.004852 0.040588 0.357956
1305031106.155800 -0.005326 0.041639 0.360946
1305031106.165800 -0.005749 0.042909 0.363345
1305031106.175800 -0.006372 0.044188 0.365730
1305031106.185800 -0.006544 0.045071 0.368616
1305031106.195900 -0.006991 0.046154 0.371248
1305031106.205800 -0.007420 0.047285 0.373663
1305031106.215800 -0.007632 0.048376 0.375810
1305031106.225800 -0.007967 0.049284 0.378184
1305031106.235800 -0.008378 0.050384 0.380317
1305031106.245800 -0.008662 0.051512 0.382100
1305031106.255800 -0.009121 0.052236 0.384699
1305031106.265800 -0.009413 0.053301 0.386559
1305031106.275800 -0.009639 0.054189 0.388800
1305031106.285800 -0.009828 0.055095 0.390542
1305031106.295800 -0.009937 0.056027 0.392571
1305031106.305700 -0.010123 0.056699 0.394125
1305031106.315800 -0.010311 0.057526 0.395804
1305031106.325800 -0.010589 0.058342 0.397336
1305031106.335800 -0.010928 0.059023 0.398237
1305031106.345800 -0.011305 0.059765 0.399699
1305031106.355800 -0.011550 0.060301 0.400622
1305031106.365800 -0.011787 0.060823 0.401405
1305031106.375800 -0.011910 0.061091 0.401866
1305031106.385800 -0.011925 0.061418 0.402257
1305031106.395800 -0.011999 0.061531 0.401955
1305031106.405800 -0.012081 0.061583 0.401730
1305031106.415800 -0.012160 0.061478 0.401379
1305031106.425800 -0.012121 0.061339 0.400756
1305031106.435800 -0.012136 0.061205 0.399486
1305031106.445800 -0.012184 0.060899 0.398589
1305031106.455800 -0.012329 0.060440 0.397560
1305031106.466100 -0.012213 0.060101 0.395752
1305031106.475800 -0.012246 0.059468 0.394464
1305031106.485800 -0.012217 0.058961 0.392383
1305031106.495800 -0.012119 0.058122 0.390556
1305031106.505800 -0.012184 0.057308 0.388217
1305031106.515900 -0.012247 0.056415 0.385815
1305031106.525900 -0.012403 0.055589 0.383328
1305031106.535700 -0.012364 0.054537 0.380808
1305031106.545800 -0.012299 0.053595 0.377992
1305031106.555800 -0.012422 0.052490 0.374896
1305031106.565800 -0.012454 0.051396 0.371948
1305031106.575800 -0.012578 0.050368 0.368915
1305031106.585800 -0.012602 0.049337 0.365889
1305031106.595900 -0.012817 0.048298 0.362709
1305031106.605800 -0.012821 0.047158 0.359340
1305031106.615800 -0.012826 0.046096 0.356033
1305031106.625800 -0.013020 0.044948 0.352510
1305031106.635800 -0.013097 0.043844 0.348776
1305031106.645800 -0.013073 0.042658 0.344986
1305031106.655800 -0.013240 0.041543 0.341104
1305031106.665800 -0.013182 0.040529 0.336941
1305031106.675800 -0.013240 0.039395 0.332926
1305031106.685800 -0.013302 0.038494 0.329099
1305031106.695800 -0.013427 0.037613 0.324767
1305031106.705800 -0.013492 0.036338 0.320767
1305031106.715800 -0.013426 0.035387 0.316527
1305031106.725800 -0.013566 0.034304 0.312287
1305031106.735800 -0.013492 0.033415 0.307969
1305031106.745800 -0.013422 0.032231 0.303540
1305031106.755800 -0.013355 0.031202 0.299237
1305031106.765800 -0.013352 0.030272 0.294491
1305031106.775800 -0.013276 0.029228 0.290048
1305031106.785800 -0.013190 0.028168 0.285464
1305031106.795800 -0.012988 0.027230 0.280732
1305031106.805800 -0.013020 0.026205 0.276422
1305031106.815800 -0.013016 0.025197 0.271613
1305031106.825800 -0.013112 0.024193 0.266797
1305031106.835800 -0.013214 0.023048 0.261997
1305031106.845800 -0.012997 0.021783 0.256874
1305031106.855800 -0.012972 0.020588 0.251659
1305031106.865800 -0.012962 0.019268 0.246600
1305031106.876000 -0.013053 0.018031 0.241596
1305031106.885800 -0.013138 0.016933 0.236577
1305031106.895800 -0.013079 0.015911 0.230989
1305031106.905800 -0.013289 0.014707 0.226259
1305031106.915800 -0.013345 0.013564 0.220819
1305031106.925800 -0.013345 0.012259 0.215900
1305031106.935800 -0.013402 0.011116 0.210461
1305031106.945800 -0.013392 0.009796 0.205401
1305031106.955800 -0.013331 0.008696 0.199751
1305031106.965800 -0.013420 0.007302 0.194621
1305031106.975800 -0.013176 0.006069 0.189141
1305031106.985800 -0.013166 0.004749 0.184081
1305031106.995800 -0.013042 0.003629 0.178936
1305031107.005800 -0.013118 0.002516 0.173777
1305031107.015800 -0.013011 0.001348 0.168850
1305031107.025800 -0.012982 0.000450 0.163746
1305031107.035800 -0.012877 -0.000640 0.158882
1305031107.045800 -0.013184 -0.001996 0.154019
1305031107.055800 -0.012987 -0.003152 0.149239
1305031107.065800 -0.012880 -0.004320 0.144313
1305031107.075900 -0.012687 -0.005773 0.139423
1305031107.085800 -0.012704 -0.006673 0.134957
1305031107.095800 -0.012607 -0.007825 0.130170
1305031107.105800 -0.012406 -0.008685 0.125501
1305031107.115800 -0.012222 -0.009671 0.120987
1305031107.125800 -0.012039 -0.010578 0.116536
1305031107.135800 -0.011750 -0.011349 0.112077
1305031107.145800 -0.011576 -0.012241 0.107766
1305031107.155800 -0.011403 -0.013134 0.103456
1305031107.165800 -0.011221 -0.013963 0.099067
1305031107.175800 -0.011180 -0.015102 0.095059
1305031107.185800 -0.010815 -0.016064 0.090840
1305031107.195800 -0.010352 -0.016953 0.086691
1305031107.205700 -0.009971 -0.017790 0.082317
1305031107.215800 -0.009704 -0.018827 0.078028
1305031107.225800 -0.009336 -0.019493 0.073919
1305031107.235800 -0.009042 -0.020567 0.070635
1305031107.245800 -0.008691 -0.021281 0.066744
1305031107.255800 -0.008241 -0.021998 0.062860
1305031107.265800 -0.007880 -0.022727 0.058829
1305031107.275800 -0.007536 -0.023581 0.054954
1305031107.285800 -0.006977 -0.024240 0.051000
1305031107.295800 -0.006526 -0.024958 0.047116
1305031107.305800 -0.006242 -0.026016 0.043971
1305031107.315800 -0.005610 -0.026789 0.040320
1305031107.325800 -0.005110 -0.027730 0.037034
1305031107.335800 -0.004495 -0.028550 0.033601
1305031107.345800 -0.003798 -0.029421 0.030392
1305031107.355800 -0.003114 -0.030043 0.027512
1305031107.365800 -0.002431 -0.030665 0.024632
1305031107.375800 -0.001631 -0.031166 0.021603
1305031107.385800 -0.000916 -0.032058 0.019539
1305031107.395800 -0.000144 -0.032591 0.016869
1305031107.405700 0.000641 -0.033364 0.015295
1305031107.415800 0.001802 -0.033897 0.012794
1305031107.425800 0.002583 -0.034437 0.011408
1305031107.435800 0.003633 -0.035394 0.010229
1305031107.445800 0.004603 -0.035926 0.008998
1305031107.455800 0.005900 -0.036437 0.007430
1305031107.465800 0.007065 -0.036743 0.006401
1305031107.475800 0.008240 -0.037664 0.006296
1305031107.485800 0.009388 -0.038017 0.005485
1305031107.495800 0.010760 -0.038190 0.004456
1305031107.505700 0.011828 -0.038717 0.004656
1305031107.515800 0.013241 -0.038725 0.004538
1305031107.525800 0.014340 -0.038923 0.004492
1305031107.535800 0.015639 -0.039130 0.004459
1305031107.545700 0.016737 -0.039251 0.004475
1305031107.555800 0.017876 -0.039137 0.004040
1305031107.565800 0.019071 -0.039106 0.004188
1305031107.575800 0.019958 -0.039125 0.004393
1305031107.585800 0.020585 -0.039264 0.005377
1305031107.595800 0.021368 -0.039046 0.005763
1305031107.605800 0.022267 -0.038707 0.006000
1305031107.615800 0.022847 -0.038248 0.006559
1305031107.625800 0.023325 -0.037629 0.007237
1305031107.635800 0.023614 -0.037096 0.007697
1305031107.645800 0.024010 -0.036503 0.008087
1305031107.655800 0.024291 -0.036032 0.008625
1305031107.665800 0.024560 -0.035390 0.009428
1305031107.675800 0.024740 -0.034837 0.010021
1305031107.685800 0.024977 -0.033925 0.010009
1305031107.695800 0.024896 -0.033490 0.011382
1305031107.705800 0.024883 -0.032789 0.011946
1305031107.715700 0.024968 -0.032014 0.012580
1305031107.725800 0.024954 -0.031235 0.013207
1305031107.735800 0.024822 -0.030500 0.014045
1305031107.745800 0.024710 -0.029795 0.014602
1305031107.755800 0.024500 -0.029242 0.015026
1305031107.765800 0.024346 -0.028772 0.016034
1305031107.775800 0.024110 -0.028251 0.016817
1305031107.785800 0.023786 -0.027897 0.017327
1305031107.795800 0.023783 -0.027211 0.017751
1305031107.805700 0.024021 -0.026376 0.017676
1305031107.815800 0.023744 -0.026090 0.018909
1305031107.825800 0.023817 -0.025674 0.019510
1305031107.835800 0.023790 -0.025176 0.020167
1305031107.845900 0.023857 -0.024900 0.020783
1305031107.855800 0.024114 -0.024617 0.021553
1305031107.865800 0.024182 -0.024419 0.022107
1305031107.875700 0.024558 -0.024170 0.022604
1305031107.885800 0.025129 -0.023773 0.023241
1305031107.895800 0.025712 -0.023470 0.023674
1305031107.905700 0.026620 -0.023068 0.023834
1305031107.915800 0.027709 -0.022722 0.024226
1305031107.925700 0.028924 -0.022869 0.025393
1305031107.935800 0.030180 -0.022780 0.026110
1305031107.945800 0.031653 -0.022652 0.026623
1305031107.955800 0.033301 -0.022642 0.027446
1305031107.965800 0.035253 -0.022503 0.028275
1305031107.975800 0.037209 -0.022520 0.028979
1305031107.986600 0.039255 -0.022526 0.029830
1305031107.995700 0.041493 -0.022680 0.030711
1305031108.005800 0.044034 -0.022549 0.031723
1305031108.015900 0.046795 -0.022534 0.032407
1305031108.025700 0.049721 -0.022622 0.033540
1305031108.035800 0.052760 -0.022511 0.034588
1305031108.045800 0.056091 -0.022474 0.035735
1305031108.055800 0.059218 -0.022726 0.036757
1305031108.065700 0.062907 -0.022418 0.037257
1305031108.075800 0.066289 -0.022761 0.038877
1305031108.085800 0.069615 -0.022942 0.039976
1305031108.095800 0.072947 -0.022983 0.041061
1305031108.105700 0.076465 -0.023313 0.042189
1305031108.115800 0.080221 -0.023260 0.043007
1305031108.125700 0.083928 -0.023504 0.044352
1305031108.135800 0.087557 -0.023479 0.045521
1305031108.145900 0.091497 -0.023559 0.046508
1305031108.155800 0.095316 -0.023526 0.047831
1305031108.165800 0.098923 -0.023766 0.049169
1305031108.175800 0.102741 -0.023656 0.050555
1305031108.185800 0.106677 -0.023502 0.051730
1305031108.195800 0.110612 -0.023348 0.052905
1305031108.205800 0.114367 -0.023217 0.053785
1305031108.215800 0.118179 -0.023325 0.055123
1305031108.225700 0.122123 -0.023108 0.056221
1305031108.235800 0.125670 -0.023032 0.057164
1305031108.245800 0.129738 -0.022709 0.057973
1305031108.255800 0.133583 -0.022567 0.059001
1305031108.265800 0.137302 -0.022452 0.060379
1305031108.275800 0.141071 -0.022118 0.061167
1305031108.285800 0.144616 -0.021886 0.062236
1305031108.295800 0.148056 -0.021416 0.063486
1305031108.305800 0.151922 -0.020930 0.064406
1305031108.315700 0.155586 -0.020280 0.065437
1305031108.325700 0.159137 -0.019908 0.066491
1305031108.335800 0.162712 -0.019347 0.067313
1305031108.345800 0.166250 -0.018726 0.068695
1305031108.355800 0.169810 -0.018368 0.069609
1305031108.365800 0.173466 -0.017781 0.070718
1305031108.375800 0.176940 -0.017139 0.071594
1305031108.385800 0.180406 -0.016559 0.072549
1305031108.395800 0.184179 -0.015929 0.073447
1305031108.405700 0.187648 -0.015505 0.074276
1305031108.415700 0.191316 -0.015089 0.075119
1305031108.425800 0.194898 -0.014388 0.075926
1305031108.435800 0.198565 -0.013894 0.076832
1305031108.445900 0.202365 -0.013232 0.077372
1305031108.455800 0.206042 -0.012831 0.078075
1305031108.465800 0.209817 -0.012278 0.078910
1305031108.475800 0.213512 -0.011830 0.079395
1305031108.485800 0.217326 -0.011417 0.079607
1305031108.495800 0.221096 -0.011161 0.080332
1305031108.505800 0.224809 -0.010665 0.080599
1305031108.515800 0.228573 -0.010550 0.081339
1305031108.526500 0.232283 -0.010429 0.081433
1305031108.535800 0.236072 -0.010125 0.081941
1305031108.545800 0.239893 -0.009649 0.082075
1305031108.555800 0.243799 -0.009302 0.082371
1305031108.565800 0.247679 -0.009065 0.082963
1305031108.575900 0.251465 -0.008683 0.083533
1305031108.585800 0.255427 -0.008497 0.084350
1305031108.595700 0.259132 -0.008065 0.084695
1305031108.605700 0.263194 -0.007883 0.085519
1305031108.615700 0.266982 -0.007579 0.086026
1305031108.625800 0.270778 -0.007213 0.086455
1305031108.635800 0.274560 -0.007050 0.086978
1305031108.645700 0.278244 -0.006509 0.087666
1305031108.655800 0.281939 -0.006061 0.088151
1305031108.665700 0.285835 -0.005699 0.088587
1305031108.675700 0.289538 -0.005188 0.088995
1305031108.685800 0.293193 -0.005053 0.089868
1305031108.695800 0.296699 -0.004612 0.090199
1305031108.705700 0.300189 -0.004375 0.090622
1305031108.715800 0.303241 -0.003836 0.090341
1305031108.725800 0.306593 -0.003985 0.091082
1305031108.735900 0.309813 -0.003782 0.091063
1305031108.745800 0.312906 -0.003607 0.091394
1305031108.755900 0.315629 -0.003462 0.091277
1305031108.765700 0.318614 -0.003268 0.091742
1305031108.775800 0.321335 -0.003045 0.091687
1305031108.786000 0.323951 -0.002959 0.091640
1305031108.795800 0.326365 -0.002787 0.091641
1305031108.805700 0.328699 -0.002642 0.091355
1305031108.815900 0.330658 -0.002293 0.090807
1305031108.825700 0.332780 -0.002421 0.090536
1305031108.835700 0.334500 -0.002378 0.090362
1305031108.945800 0.338663 -0.003375 0.082125
1305031108.955800 0.337999 -0.003705 0.081404
1305031108.965800 0.336849 -0.003657 0.080679
1305031108.975800 0.335800 -0.003690 0.079899
1305031108.985900 0.334342 -0.003693 0.079231
1305031108.995700 0.332959 -0.003809 0.078866
1305031109.005700 0.331403 -0.003808 0.078190
1305031109.015700 0.329866 -0.003915 0.077172
1305031109.025700 0.327967 -0.004059 0.076988
1305031109.035800 0.325714 -0.004109 0.076200
1305031109.045800 0.323550 -0.004069 0.075622
1305031109.055700 0.321260 -0.004134 0.075333
1305031109.065800 0.318779 -0.004130 0.074951
1305031109.075700 0.316379 -0.004099 0.074858
1305031109.085700 0.313731 -0.003836 0.074152
1305031109.095800 0.311034 -0.003871 0.073974
1305031109.105700 0.307955 -0.003843 0.073549
1305031109.115700 0.305048 -0.003855 0.073498
1305031109.127400 0.301903 -0.003651 0.072693
1305031109.135800 0.298702 -0.003885 0.072432
1305031109.145700 0.295247 -0.003575 0.071809
1305031109.155800 0.291841 -0.003490 0.071784
1305031109.165700 0.288335 -0.003400 0.071752
1305031109.175700 0.284837 -0.003248 0.071642
1305031109.185700 0.281237 -0.002936 0.071651
1305031109.195800 0.277450 -0.002336 0.071615
1305031109.205700 0.273964 -0.001825 0.071539
1305031109.215700 0.270380 -0.001388 0.071392
1305031109.225800 0.266737 -0.000712 0.070788
1305031109.235700 0.262712 -0.000417 0.071126
1305031109.245700 0.258838 0.000017 0.070818
1305031109.255700 0.254916 0.000074 0.070975
1305031109.265700 0.251046 0.000274 0.070479
1305031109.275700 0.246836 0.000250 0.070412
1305031109.285700 0.242558 0.000481 0.070027
1305031109.295700 0.238375 0.000489 0.069602
1305031109.305700 0.234064 0.000548 0.069590
1305031109.315700 0.229569 0.000739 0.069409
1305031109.325700 0.225184 0.000911 0.069095
1305031109.335800 0.220788 0.001176 0.068984
1305031109.345700 0.216502 0.001344 0.068677
1305031109.355700 0.212017 0.001520 0.068356
1305031109.365800 0.207524 0.001633 0.068112
1305031109.375700 0.203122 0.001680 0.067953
1305031109.385700 0.198746 0.001836 0.067499
1305031109.395800 0.194471 0.001911 0.066989
1305031109.405700 0.189768 0.002125 0.066934
1305031109.415800 0.185275 0.002239 0.066690
1305031109.425800 0.180891 0.002333 0.066313
1305031109.435800 0.176629 0.002688 0.065773
1305031109.445700 0.172138 0.002724 0.065467
1305031109.455800 0.167863 0.002799 0.064957
1305031109.465800 0.163606 0.002921 0.064229
1305031109.475800 0.159207 0.002812 0.063945
1305031109.485800 0.154850 0.002938 0.063210
1305031109.495700 0.150609 0.003185 0.062327
1305031109.505700 0.146329 0.003041 0.061769
1305031109.515800 0.142273 0.003000 0.060930
1305031109.525700 0.138001 0.002919 0.060295
1305031109.535700 0.133961 0.003080 0.059364
1305031109.545800 0.129888 0.002991 0.058743
1305031109.555800 0.125931 0.003024 0.057973
1305031109.565700 0.121748 0.003032 0.057548
1305031109.575700 0.117698 0.003209 0.056757
1305031109.585800 0.113632 0.003261 0.056121
1305031109.595700 0.109648 0.003261 0.055710
1305031109.605700 0.105682 0.003309 0.055081
1305031109.615800 0.102029 0.003548 0.054381
1305031109.625700 0.098241 0.003697 0.054110
1305031109.635700 0.094496 0.004080 0.053388
1305031109.645700 0.090723 0.004432 0.053024
1305031109.655700 0.086942 0.004721 0.052738
1305031109.665700 0.083153 0.004947 0.052530
1305031109.675700 0.079147 0.005134 0.052525
1305031109.685700 0.075373 0.005563 0.052224
1305031109.695700 0.071273 0.005973 0.052259
1305031109.705700 0.067374 0.006296 0.052246
1305031109.715700 0.063298 0.006893 0.052049
1305031109.725700 0.059280 0.007251 0.052310
1305031109.735800 0.055271 0.007594 0.052430
1305031109.745700 0.051377 0.008136 0.052465
1305031109.755800 0.047161 0.008424 0.052649
1305031109.765700 0.043246 0.008622 0.052791
1305031109.775800 0.039338 0.008883 0.052856
1305031109.785700 0.035238 0.009292 0.052892
1305031109.795800 0.031096 0.009466 0.053378
1305031109.805700 0.027226 0.010196 0.053180
1305031109.815700 0.022852 0.010205 0.054025
1305031109.825800 0.018723 0.010661 0.054482
1305031109.835800 0.014612 0.011163 0.054720
1305031109.845700 0.010268 0.011501 0.055317
1305031109.855700 0.006051 0.011867 0.055564
1305031109.865800 0.001579 0.012254 0.056575
1305031109.875800 -0.002880 0.012471 0.057320
1305031109.885800 -0.007175 0.013106 0.057389
1305031109.895700 -0.011668 0.013150 0.058508
1305031109.905700 -0.016001 0.013395 0.058902
1305031109.915800 -0.020438 0.013877 0.059477
1305031109.925700 -0.024916 0.014124 0.060503
1305031109.935800 -0.029261 0.014540 0.061163
1305031109.945700 -0.033565 0.015191 0.061373
1305031109.955700 -0.038018 0.015548 0.062103
1305031109.965800 -0.042379 0.015838 0.062918
1305031109.975800 -0.046875 0.016038 0.064162
1305031109.985700 -0.051221 0.016454 0.064822
1305031109.995700 -0.055458 0.016928 0.065412
1305031110.005800 -0.059913 0.017363 0.066205
1305031110.015700 -0.064289 0.017450 0.067112
1305031110.026000 -0.068550 0.017737 0.067935
1305031110.035700 -0.072730 0.017972 0.068982
1305031110.045700 -0.076757 0.018346 0.069383
1305031110.055800 -0.080811 0.018687 0.070142
1305031110.065700 -0.084773 0.018884 0.070923
1305031110.075700 -0.088820 0.019366 0.071667
1305031110.085700 -0.092667 0.019762 0.072363
1305031110.095800 -0.096622 0.020100 0.073129
1305031110.105700 -0.100366 0.020336 0.073706
1305031110.115700 -0.104127 0.020447 0.074439
1305031110.125700 -0.107955 0.020813 0.074854
1305031110.135700 -0.111524 0.020854 0.075679
1305031110.145800 -0.115036 0.021255 0.075897
1305031110.155700 -0.118581 0.021483 0.076489
1305031110.165700 -0.122225 0.021716 0.077074
1305031110.175700 -0.125854 0.022074 0.077503
1305031110.185800 -0.129382 0.022349 0.077877
1305031110.195700 -0.132694 0.022743 0.078110
1305031110.205700 -0.136130 0.022952 0.078569
1305031110.215800 -0.139332 0.023248 0.078606
1305031110.225800 -0.142530 0.023389 0.078518
1305031110.235700 -0.145849 0.023641 0.078766
1305031110.245700 -0.149058 0.023797 0.078818
1305031110.255700 -0.152256 0.023937 0.078730
1305031110.265800 -0.155365 0.024089 0.078789
1305031110.275700 -0.158661 0.024078 0.078568
1305031110.285800 -0.161969 0.024237 0.078613
1305031110.295800 -0.165174 0.024237 0.078540
1305031110.305700 -0.168183 0.024385 0.078606
1305031110.315700 -0.171367 0.024728 0.078425
1305031110.325700 -0.174866 0.024958 0.078378
1305031110.335800 -0.178165 0.025103 0.078283
