ate = 0.076771
1305031104.325800 -0.042500 -0.029795 -0.020783
1305031104.335800 -0.042171 -0.030214 -0.024209
1305031104.346000 -0.041891 -0.030949 -0.027250
1305031104.355800 -0.041744 -0.031656 -0.030025
1305031104.365800 -0.041341 -0.031983 -0.033236
1305031104.375800 -0.041059 -0.032578 -0.036292
1305031104.385800 -0.041024 -0.032848 -0.038981
1305031104.396400 -0.040841 -0.033443 -0.042050
1305031104.405800 -0.040798 -0.033791 -0.044802
1305031104.415800 -0.040656 -0.034006 -0.048344
1305031104.425800 -0.040616 -0.034768 -0.050267
1305031104.435800 -0.040487 -0.034414 -0.054513
1305031104.445800 -0.040572 -0.034951 -0.057047
1305031104.455800 -0.040518 -0.035095 -0.059891
1305031104.465900 -0.040753 -0.035317 -0.062835
1305031104.475800 -0.040800 -0.035601 -0.065677
1305031104.485800 -0.040946 -0.035886 -0.068531
1305031104.495800 -0.040981 -0.035967 -0.071464
1305031104.505800 -0.041044 -0.036096 -0.074180
1305031104.515800 -0.041145 -0.036346 -0.077391
1305031104.526000 -0.041065 -0.036582 -0.080437
1305031104.535900 -0.041341 -0.037197 -0.083059
1305031104.545800 -0.041167 -0.036941 -0.086860
1305031104.555800 -0.041015 -0.037226 -0.089677
1305031104.565800 -0.041017 -0.037475 -0.092875
1305031104.575800 -0.040747 -0.037634 -0.095833
1305031104.585800 -0.040466 -0.038369 -0.098875
1305031104.595800 -0.040199 -0.038676 -0.102606
1305031104.605800 -0.039888 -0.039080 -0.105892
1305031104.615900 -0.039159 -0.039218 -0.109297
1305031104.625800 -0.038748 -0.039623 -0.112571
1305031104.635800 -0.038451 -0.039732 -0.115745
1305031104.645800 -0.037803 -0.039884 -0.119302
1305031104.656000 -0.037219 -0.040197 -0.122348
1305031104.665800 -0.036607 -0.040320 -0.125625
1305031104.675900 -0.036113 -0.040570 -0.128761
1305031104.685800 -0.035339 -0.040805 -0.131720
1305031104.695800 -0.034715 -0.040725 -0.135088
1305031104.705800 -0.034057 -0.040946 -0.137920
1305031104.715800 -0.033529 -0.041498 -0.140519
1305031104.725800 -0.032662 -0.041515 -0.143417
1305031104.735900 -0.031905 -0.041737 -0.146237
1305031104.745800 -0.031073 -0.041725 -0.148855
1305031104.755800 -0.030379 -0.041967 -0.151179
1305031104.765800 -0.029348 -0.041956 -0.153772
1305031104.775800 -0.028539 -0.041713 -0.156203
1305031104.785800 -0.027788 -0.041849 -0.158172
1305031104.795800 -0.026722 -0.041999 -0.160243
1305031104.805800 -0.025956 -0.041649 -0.162332
1305031104.815800 -0.024943 -0.041757 -0.163985
1305031104.825800 -0.023956 -0.041913 -0.165421
1305031104.835900 -0.023175 -0.041852 -0.166833
1305031104.845800 -0.022319 -0.041698 -0.168031
1305031104.855800 -0.021599 -0.041657 -0.168947
1305031104.865800 -0.020697 -0.041461 -0.169714
1305031104.875800 -0.020100 -0.041187 -0.170455
1305031104.885800 -0.019567 -0.041075 -0.170686
1305031104.895800 -0.019141 -0.040885 -0.170867
1305031104.905900 -0.018435 -0.040681 -0.170871
1305031104.915800 -0.017757 -0.040526 -0.170658
1305031104.925800 -0.017303 -0.040420 -0.170254
1305031104.936200 -0.017120 -0.040398 -0.169302
1305031104.945800 -0.016693 -0.040200 -0.168695
1305031104.955800 -0.016708 -0.040178 -0.167768
1305031104.965800 -0.016456 -0.039705 -0.166567
1305031104.975900 -0.016226 -0.039641 -0.165184
1305031104.985800 -0.016154 -0.039315 -0.163346
1305031104.995800 -0.016283 -0.039130 -0.161519
1305031105.005800 -0.016436 -0.038853 -0.159489
1305031105.015800 -0.016411 -0.038703 -0.157281
1305031105.025800 -0.016798 -0.038398 -0.154996
1305031105.035800 -0.017012 -0.038001 -0.152485
1305031105.045800 -0.017563 -0.037857 -0.149704
1305031105.055800 -0.017734 -0.037699 -0.146733
1305031105.065800 -0.018263 -0.037288 -0.144119
1305031105.075800 -0.018964 -0.036961 -0.140946
1305031105.085800 -0.019360 -0.036851 -0.137783
1305031105.095800 -0.020070 -0.036587 -0.134533
1305031105.105800 -0.020769 -0.036119 -0.131373
1305031105.115800 -0.021724 -0.036031 -0.127777
1305031105.125800 -0.022664 -0.035457 -0.124301
1305031105.135800 -0.023662 -0.035263 -0.120363
1305031105.145800 -0.024584 -0.034836 -0.116224
1305031105.155800 -0.025588 -0.034423 -0.112238
1305031105.165800 -0.027022 -0.033841 -0.108036
1305031105.175800 -0.028026 -0.033429 -0.104050
1305031105.185800 -0.028975 -0.033051 -0.099695
1305031105.195800 -0.030113 -0.032610 -0.095441
1305031105.205800 -0.031362 -0.032373 -0.091110
1305031105.215900 -0.032276 -0.032023 -0.087034
1305031105.225800 -0.033613 -0.031582 -0.082805
1305031105.235800 -0.034842 -0.031219 -0.078627
1305031105.245800 -0.036105 -0.030686 -0.074184
1305031105.255800 -0.037522 -0.030251 -0.069321
1305031105.265800 -0.038253 -0.029614 -0.065896
1305031105.275800 -0.039874 -0.028961 -0.061008
1305031105.285800 -0.040630 -0.027959 -0.058197
1305031105.295800 -0.042112 -0.027826 -0.052809
1305031105.305800 -0.043340 -0.027322 -0.048646
1305031105.315800 -0.044550 -0.026832 -0.044621
1305031105.325800 -0.045562 -0.026342 -0.040572
1305031105.335800 -0.046790 -0.025837 -0.036408
1305031105.345800 -0.047774 -0.025298 -0.032575
1305031105.355800 -0.048790 -0.025090 -0.028498
1305031105.365900 -0.049737 -0.024438 -0.024958
1305031105.375800 -0.050869 -0.024215 -0.020754
1305031105.385800 -0.051657 -0.023817 -0.016882
1305031105.395800 -0.052740 -0.023137 -0.013076
1305031105.405800 -0.053660 -0.022570 -0.008952
1305031105.415800 -0.054942 -0.022163 -0.004355
1305031105.425800 -0.055583 -0.021449 -0.000855
1305031105.435800 -0.056569 -0.021183 0.003794
1305031105.445800 -0.057444 -0.020581 0.007562
1305031105.455800 -0.058343 -0.020386 0.011512
1305031105.465800 -0.059032 -0.019988 0.015396
1305031105.476100 -0.059645 -0.019357 0.019481
1305031105.485800 -0.060406 -0.018910 0.023136
1305031105.495800 -0.061118 -0.018279 0.027209
1305031105.505800 -0.061752 -0.017915 0.031462
1305031105.515800 -0.062350 -0.017439 0.035421
1305031105.525800 -0.063075 -0.017153 0.039598
1305031105.535800 -0.063554 -0.016551 0.043417
1305031105.545900 -0.064186 -0.016046 0.047655
1305031105.555800 -0.064550 -0.015599 0.051360
1305031105.565800 -0.065292 -0.015158 0.055663
1305031105.575800 -0.065718 -0.014731 0.059864
1305031105.585800 -0.066152 -0.014226 0.064127
1305031105.595800 -0.066640 -0.013687 0.068022
1305031105.605800 -0.066959 -0.013338 0.072173
1305031105.615800 -0.067366 -0.012784 0.076220
1305031105.625800 -0.067810 -0.012343 0.080560
1305031105.635800 -0.068242 -0.011698 0.084810
1305031105.645800 -0.068584 -0.011116 0.089148
1305031105.655800 -0.068908 -0.010408 0.093333
1305031105.665800 -0.069177 -0.009734 0.097887
1305031105.675900 -0.069583 -0.009181 0.101934
1305031105.685800 -0.069619 -0.008536 0.106233
1305031105.695800 -0.069843 -0.007827 0.110430
1305031105.705800 -0.069880 -0.007323 0.114743
1305031105.715800 -0.070106 -0.006755 0.118955
1305031105.725800 -0.070194 -0.006068 0.123673
1305031105.735800 -0.070309 -0.005296 0.127806
1305031105.745900 -0.070272 -0.004700 0.132334
1305031105.755800 -0.070415 -0.003977 0.136683
1305031105.765800 -0.070298 -0.003508 0.141378
1305031105.775800 -0.070106 -0.002673 0.145471
1305031105.785800 -0.069968 -0.001936 0.149997
1305031105.795900 -0.069787 -0.001305 0.154182
1305031105.805800 -0.069667 -0.000554 0.158848
1305031105.815800 -0.069395 0.000155 0.163107
1305031105.825800 -0.069237 0.001159 0.167466
1305031105.835800 -0.069073 0.001804 0.171790
1305031105.845800 -0.068691 0.002716 0.175971
1305031105.855800 -0.068534 0.003579 0.180344
1305031105.865800 -0.068276 0.004583 0.184715
1305031105.875800 -0.068000 0.005573 0.188946
1305031105.885800 -0.067614 0.006767 0.193099
1305031105.895800 -0.067401 0.007869 0.197024
1305031105.905800 -0.067213 0.009063 0.201152
1305031105.915900 -0.067109 0.010102 0.205142
1305031105.925800 -0.067023 0.011155 0.209272
1305031105.935800 -0.067018 0.012193 0.213249
1305031105.945800 -0.067000 0.013577 0.217122
1305031105.955800 -0.067073 0.014883 0.220919
1305031105.965800 -0.067154 0.016266 0.224779
1305031105.975800 -0.067235 0.017650 0.228639
1305031105.985800 -0.067310 0.018815 0.232450
1305031105.995900 -0.067383 0.020121 0.236248
1305031106.005800 -0.067618 0.021539 0.239727
1305031106.015800 -0.067781 0.022908 0.243435
1305031106.025800 -0.068045 0.024137 0.247144
1305031106.035800 -0.068085 0.025273 0.250676
1305031106.045800 -0.068436 0.026706 0.254283
1305031106.055800 -0.068879 0.028061 0.257814
1305031106.065800 -0.069079 0.029450 0.261013
1305031106.075800 -0.069522 0.030805 0.264544
1305031106.085800 -0.070192 0.031970 0.268281
1305031106.095800 -0.070476 0.033205 0.271343
1305031106.105800 -0.071100 0.034546 0.274710
1305031106.115800 -0.071724 0.035887 0.278076
1305031106.125800 -0.072205 0.037121 0.281113
1305031106.135800 -0.072785 0.038497 0.284123
1305031106.145800 -0.073323 0.039493 0.287607
1305031106.155800 -0.073997 0.040509 0.290571
1305031106.165800 -0.074597 0.041750 0.292948
1305031106.175800 -0.075396 0.042991 0.295300
1305031106.185800 -0.075757 0.043853 0.298175
1305031106.195900 -0.076386 0.044904 0.300782
1305031106.205800 -0.076989 0.046005 0.303173
1305031106.215800 -0.077358 0.047077 0.305310
1305031106.225800 -0.077855 0.047959 0.307665
1305031106.235800 -0.078422 0.049031 0.309776
1305031106.245800 -0.078845 0.050137 0.311544
1305031106.255800 -0.079470 0.050830 0.314117
1305031106.265800 -0.079903 0.051873 0.315962
1305031106.275800 -0.080284 0.052741 0.318190
1305031106.285800 -0.080602 0.053630 0.319922
1305031106.295800 -0.080856 0.054547 0.321945
1305031106.305700 -0.081150 0.055203 0.323489
1305031106.315800 -0.081460 0.056014 0.325158
1305031106.325800 -0.081852 0.056811 0.326675
1305031106.335800 -0.082265 0.057473 0.327558
1305031106.345800 -0.082749 0.058192 0.329000
1305031106.355800 -0.083064 0.058714 0.329910
1305031106.365800 -0.083363 0.059221 0.330681
1305031106.375800 -0.083521 0.059482 0.331136
1305031106.385800 -0.083570 0.059806 0.331526
1305031106.395800 -0.083632 0.059919 0.331221
1305031106.405800 -0.083704 0.059968 0.330992
1305031106.415800 -0.083760 0.059862 0.330637
1305031106.425800 -0.083682 0.059727 0.330016
1305031106.435800 -0.083624 0.059599 0.328747
1305031106.445800 -0.083612 0.059296 0.327848
1305031106.455800 -0.083684 0.058837 0.326812
1305031106.466100 -0.083458 0.058511 0.325011
1305031106.475800 -0.083397 0.057884 0.323722
1305031106.485800 -0.083237 0.057389 0.321643
1305031106.495800 -0.083008 0.056564 0.319822
1305031106.505800 -0.082916 0.055759 0.317480
1305031106.515900 -0.082816 0.054877 0.315076
1305031106.525900 -0.082806 0.054058 0.312582
1305031106.535700 -0.082591 0.053020 0.310064
1305031106.545800 -0.082339 0.052096 0.307254
1305031106.555800 -0.082252 0.051001 0.304153
1305031106.565800 -0.082084 0.049922 0.301204
1305031106.575800 -0.082005 0.048905 0.298166
1305031106.585800 -0.081827 0.047888 0.295140
1305031106.595900 -0.081830 0.046858 0.291950
1305031106.605800 -0.081609 0.045735 0.288582
1305031106.615800 -0.081396 0.044690 0.285277
1305031106.625800 -0.081356 0.043553 0.281745
1305031106.635800 -0.081190 0.042465 0.278009
1305031106.645800 -0.080916 0.041300 0.274222
1305031106.655800 -0.080832 0.040198 0.270334
1305031106.665800 -0.080512 0.039208 0.266177
1305031106.675800 -0.080310 0.038092 0.262162
1305031106.685800 -0.080133 0.037208 0.258335
1305031106.695800 -0.079992 0.036345 0.254000
1305031106.705800 -0.079792 0.035088 0.249998
1305031106.715800 -0.079463 0.034162 0.245765
1305031106.725800 -0.079334 0.033094 0.241520
1305031106.735800 -0.078995 0.032231 0.237210
1305031106.745800 -0.078641 0.031072 0.232788
1305031106.755800 -0.078304 0.030068 0.228492
1305031106.765800 -0.078012 0.029162 0.223750
1305031106.775800 -0.077657 0.028144 0.219314
1305031106.785800 -0.077284 0.027112 0.214739
1305031106.795800 -0.076794 0.026206 0.210022
1305031106.805800 -0.076555 0.025202 0.205713
1305031106.815800 -0.076255 0.024218 0.200909
1305031106.825800 -0.076054 0.023235 0.196092
1305031106.835800 -0.075855 0.022111 0.191289
1305031106.845800 -0.075315 0.020881 0.186182
1305031106.855800 -0.074964 0.019714 0.180973
1305031106.865800 -0.074632 0.018421 0.175917
1305031106.876000 -0.074407 0.017205 0.170912
1305031106.885800 -0.074181 0.016130 0.165893
1305031106.895800 -0.073783 0.015138 0.160313
1305031106.905800 -0.073693 0.013951 0.155575
1305031106.915800 -0.073414 0.012833 0.150137
1305031106.925800 -0.073100 0.011554 0.145221
1305031106.935800 -0.072821 0.010436 0.139783
1305031106.945800 -0.072489 0.009143 0.134728
1305031106.955800 -0.072083 0.008074 0.129086
1305031106.965800 -0.071843 0.006703 0.123955
1305031106.975800 -0.071258 0.005508 0.118491
1305031106.985800 -0.070927 0.004215 0.113436
1305031106.995800 -0.070484 0.003125 0.108302
1305031107.005800 -0.070240 0.002036 0.103143
1305031107.015800 -0.069825 0.000897 0.098226
1305031107.025800 -0.069488 0.000026 0.093128
1305031107.035800 -0.069081 -0.001035 0.088273
1305031107.045800 -0.069074 -0.002377 0.083397
1305031107.055800 -0.068577 -0.003501 0.078632
1305031107.065800 -0.068161 -0.004639 0.073714
1305031107.075900 -0.067650 -0.006059 0.068837
1305031107.085800 -0.067393 -0.006937 0.064375
1305031107.095800 -0.066995 -0.008061 0.059597
1305031107.105800 -0.066512 -0.008889 0.054943
1305031107.115800 -0.066048 -0.009844 0.050442
1305031107.125800 -0.065593 -0.010722 0.046005
1305031107.135800 -0.065036 -0.011459 0.041566
1305031107.145800 -0.064597 -0.012322 0.037268
1305031107.155800 -0.064159 -0.013185 0.032970
1305031107.165800 -0.063711 -0.013985 0.028595
1305031107.175800 -0.063411 -0.015101 0.024592
1305031107.185800 -0.062783 -0.016028 0.020396
1305031107.195800 -0.062065 -0.016877 0.016275
1305031107.205700 -0.061419 -0.017677 0.011925
1305031107.215800 -0.060883 -0.018681 0.007653
1305031107.225800 -0.060270 -0.019312 0.003568
1305031107.235800 -0.059759 -0.020357 0.000301
1305031107.245800 -0.059173 -0.021036 -0.003568
1305031107.255800 -0.058488 -0.021716 -0.007424
1305031107.265800 -0.057884 -0.022410 -0.011432
1305031107.275800 -0.057300 -0.023231 -0.015286
1305031107.285800 -0.056506 -0.023847 -0.019206
1305031107.295800 -0.055821 -0.024527 -0.023062
1305031107.305800 -0.055327 -0.025558 -0.026190
1305031107.315800 -0.054471 -0.026287 -0.029805
1305031107.325800 -0.053760 -0.027191 -0.033062
1305031107.335800 -0.052931 -0.027969 -0.036460
1305031107.345800 -0.052029 -0.028796 -0.039629
1305031107.355800 -0.051169 -0.029376 -0.042470
1305031107.365800 -0.050309 -0.029956 -0.045311
1305031107.375800 -0.049330 -0.030410 -0.048294
1305031107.385800 -0.048471 -0.031264 -0.050320
1305031107.395800 -0.047537 -0.031752 -0.052946
1305031107.405700 -0.046639 -0.032486 -0.054478
1305031107.415800 -0.045326 -0.032960 -0.056915
1305031107.425800 -0.044452 -0.033461 -0.058259
1305031107.435800 -0.043303 -0.034370 -0.059383
1305031107.445800 -0.042248 -0.034857 -0.060562
1305031107.455800 -0.040850 -0.035309 -0.062060
1305031107.465800 -0.039621 -0.035563 -0.063026
1305031107.475800 -0.038405 -0.036436 -0.063071
1305031107.485800 -0.037203 -0.036739 -0.063820
1305031107.495800 -0.035773 -0.036853 -0.064775
1305031107.505700 -0.034696 -0.037338 -0.064519
1305031107.515800 -0.033280 -0.037289 -0.064561
1305031107.525800 -0.032173 -0.037444 -0.064550
1305031107.535800 -0.030867 -0.037599 -0.064514
1305031107.545700 -0.029768 -0.037676 -0.064440
1305031107.555800 -0.028612 -0.037515 -0.064813
1305031107.565800 -0.027430 -0.037437 -0.064600
1305031107.575800 -0.026554 -0.037423 -0.064349
1305031107.585800 -0.025976 -0.037541 -0.063333
1305031107.595800 -0.025223 -0.037294 -0.062906
1305031107.605800 -0.024352 -0.036921 -0.062620
1305031107.615800 -0.023822 -0.036442 -0.062029
1305031107.625800 -0.023406 -0.035808 -0.061325
1305031107.635800 -0.023164 -0.035266 -0.060849
1305031107.645800 -0.022812 -0.034660 -0.060436
1305031107.655800 -0.022579 -0.034181 -0.059883
1305031107.665800 -0.022380 -0.033533 -0.059065
1305031107.675800 -0.022254 -0.032976 -0.058461
1305031107.685800 -0.022053 -0.032055 -0.058458
1305031107.695800 -0.022224 -0.031631 -0.057090
1305031107.705800 -0.022295 -0.030934 -0.056525
1305031107.715700 -0.022275 -0.030159 -0.055885
1305031107.725800 -0.022354 -0.029384 -0.055258
1305031107.735800 -0.022559 -0.028659 -0.054427
1305031107.745800 -0.022729 -0.027962 -0.053874
1305031107.755800 -0.022982 -0.027419 -0.053460
1305031107.765800 -0.023209 -0.026961 -0.052461
1305031107.775800 -0.023507 -0.026453 -0.051690
1305031107.785800 -0.023871 -0.026115 -0.051197
1305031107.795800 -0.023924 -0.025432 -0.050772
1305031107.805700 -0.023715 -0.024588 -0.050832
1305031107.815800 -0.024070 -0.024319 -0.049615
1305031107.825800 -0.024045 -0.023903 -0.049009
1305031107.835800 -0.024127 -0.023410 -0.048354
1305031107.845900 -0.024104 -0.023135 -0.047734
1305031107.855800 -0.023900 -0.022846 -0.046950
1305031107.865800 -0.023869 -0.022648 -0.046393
1305031107.875700 -0.023531 -0.022387 -0.045876
1305031107.885800 -0.023010 -0.021971 -0.045209
1305031107.895800 -0.022464 -0.021647 -0.044743
1305031107.905700 -0.021583 -0.021211 -0.044534
1305031107.915800 -0.020531 -0.020823 -0.044083
1305031107.925700 -0.019375 -0.020927 -0.042853
1305031107.935800 -0.018163 -0.020793 -0.042070
1305031107.945800 -0.016725 -0.020609 -0.041479
1305031107.955800 -0.015126 -0.020538 -0.040569
1305031107.965800 -0.013228 -0.020326 -0.039637
1305031107.975800 -0.011313 -0.020269 -0.038829
1305031107.986600 -0.009317 -0.020197 -0.037870
1305031107.995700 -0.007124 -0.020267 -0.036872
1305031108.005800 -0.004648 -0.020040 -0.035725
1305031108.015900 -0.001930 -0.019920 -0.034895
1305031108.025700 0.000932 -0.019897 -0.033607
1305031108.035800 0.003905 -0.019671 -0.032397
1305031108.045800 0.007165 -0.019508 -0.031074
1305031108.055800 0.010242 -0.019640 -0.029887
1305031108.065700 0.013883 -0.019189 -0.029189
1305031108.075800 0.017185 -0.019405 -0.027392
1305031108.085800 0.020452 -0.019460 -0.026117
1305031108.095800 0.023720 -0.019375 -0.024857
1305031108.105700 0.027184 -0.019570 -0.023543
1305031108.115800 0.030886 -0.019372 -0.022526
1305031108.125700 0.034522 -0.019476 -0.020985
1305031108.135800 0.038081 -0.019313 -0.019624
1305031108.145900 0.041962 -0.019241 -0.018428
1305031108.155800 0.045701 -0.019064 -0.016903
1305031108.165800 0.049239 -0.019168 -0.015374
1305031108.175800 0.052970 -0.018913 -0.013786
1305031108.185800 0.056828 -0.018609 -0.012402
1305031108.195800 0.060685 -0.018305 -0.011018
1305031108.205800 0.064380 -0.018029 -0.009938
1305031108.215800 0.068117 -0.017992 -0.008398
1305031108.225700 0.071985 -0.017625 -0.007091
1305031108.235800 0.075471 -0.017413 -0.005959
1305031108.245800 0.079474 -0.016933 -0.004933
1305031108.255800 0.083250 -0.016644 -0.003701
1305031108.265800 0.086882 -0.016389 -0.002125
1305031108.275800 0.090588 -0.015909 -0.001137
1305031108.285800 0.094058 -0.015542 0.000121
1305031108.295800 0.097406 -0.014943 0.001554
1305031108.305800 0.101195 -0.014308 0.002681
1305031108.315700 0.104770 -0.013519 0.003908
1305031108.325700 0.108242 -0.013011 0.005152
1305031108.335800 0.111744 -0.012313 0.006164
1305031108.345800 0.115175 -0.011559 0.007735
1305031108.355800 0.118664 -0.011065 0.008839
1305031108.365800 0.122230 -0.010339 0.010143
1305031108.375800 0.125624 -0.009564 0.011206
1305031108.385800 0.129008 -0.008852 0.012346
1305031108.395800 0.132700 -0.008077 0.013447
1305031108.405700 0.136100 -0.007520 0.014461
1305031108.415700 0.139699 -0.006963 0.015500
1305031108.425800 0.143201 -0.006125 0.016499
1305031108.435800 0.146792 -0.005491 0.017601
1305031108.445900 0.150528 -0.004681 0.018345
1305031108.455800 0.154145 -0.004138 0.019244
1305031108.465800 0.157844 -0.003441 0.020282
1305031108.475800 0.161487 -0.002849 0.020965
1305031108.485800 0.165265 -0.002286 0.021382
1305031108.495800 0.168978 -0.001884 0.022308
1305031108.505800 0.172649 -0.001243 0.022774
1305031108.515800 0.176361 -0.000982 0.023715
1305031108.526500 0.180053 -0.000714 0.024007
1305031108.535800 0.183794 -0.000263 0.024717
1305031108.545800 0.187581 0.000363 0.025057
1305031108.555800 0.191448 0.000863 0.025562
1305031108.565800 0.195278 0.001251 0.026361
1305031108.575900 0.199011 0.001779 0.027134
1305031108.585800 0.202913 0.002118 0.028162
1305031108.595700 0.206574 0.002696 0.028705
1305031108.605700 0.210576 0.003034 0.029746
1305031108.615700 0.214316 0.003485 0.030455
1305031108.625800 0.218067 0.004000 0.031088
1305031108.635800 0.221806 0.004310 0.031812
1305031108.645700 0.225424 0.004993 0.032697
1305031108.655800 0.229067 0.005585 0.033381
1305031108.665700 0.232916 0.006099 0.034026
1305031108.675700 0.236569 0.006754 0.034632
1305031108.685800 0.240164 0.007030 0.035700
1305031108.695800 0.243627 0.007607 0.036218
1305031108.705700 0.247078 0.007981 0.036828
1305031108.715800 0.250116 0.008642 0.036712
1305031108.725800 0.253427 0.008622 0.037631
1305031108.735900 0.256633 0.008952 0.037784
1305031108.745800 0.259695 0.009248 0.038281
1305031108.755900 0.262412 0.009502 0.038310
1305031108.765700 0.265357 0.009812 0.038934
1305031108.775800 0.268067 0.010142 0.039025
1305031108.786000 0.270676 0.010332 0.039118
1305031108.795800 0.273078 0.010600 0.039249
1305031108.805700 0.275416 0.010839 0.039088
1305031108.815900 0.277386 0.011267 0.038647
1305031108.825700 0.279523 0.011225 0.038489
1305031108.835700 0.281246 0.011337 0.038408
1305031108.945800 0.285878 0.010547 0.030402
1305031108.955800 0.285268 0.010195 0.029645
1305031108.965800 0.284157 0.010201 0.028861
1305031108.975800 0.283153 0.010130 0.028026
1305031108.985900 0.281735 0.010072 0.027281
1305031108.995700 0.280379 0.009903 0.026841
1305031109.005700 0.278861 0.009846 0.026084
1305031109.015700 0.277387 0.009683 0.024984
1305031109.025700 0.275508 0.009465 0.024699
1305031109.035800 0.273303 0.009330 0.023792
1305031109.045800 0.271173 0.009287 0.023099
1305031109.055700 0.268907 0.009132 0.022688
1305031109.065800 0.266452 0.009040 0.022174
1305031109.075700 0.264061 0.008976 0.021952
1305031109.085700 0.261445 0.009137 0.021107
1305031109.095800 0.258765 0.008996 0.020785
1305031109.105700 0.255714 0.008904 0.020197
1305031109.115700 0.252817 0.008778 0.019989
1305031109.127400 0.249714 0.008861 0.019019
1305031109.135800 0.246543 0.008502 0.018586
1305031109.145700 0.243117 0.008677 0.017780
1305031109.155800 0.239716 0.008627 0.017574
1305031109.165700 0.236216 0.008578 0.017355
1305031109.175700 0.232726 0.008592 0.017059
1305031109.185700 0.229121 0.008761 0.016876
1305031109.195800 0.225320 0.009211 0.016640
1305031109.205700 0.221826 0.009584 0.016378
1305031109.215700 0.218240 0.009879 0.016042
1305031109.225800 0.214611 0.010413 0.015246
1305031109.235700 0.210564 0.010547 0.015369
1305031109.245700 0.206698 0.010828 0.014855
1305031109.255700 0.202774 0.010729 0.014803
1305031109.265700 0.198931 0.010778 0.014101
1305031109.275700 0.194735 0.010588 0.013809
1305031109.285700 0.190478 0.010650 0.013197
1305031109.295700 0.186326 0.010495 0.012549
1305031109.305700 0.182023 0.010382 0.012307
1305031109.315700 0.177540 0.010396 0.011887
1305031109.325700 0.173175 0.010396 0.011340
1305031109.335800 0.168783 0.010487 0.010994
1305031109.345700 0.164517 0.010486 0.010459
1305031109.355700 0.160052 0.010486 0.009899
1305031109.365800 0.155577 0.010422 0.009416
1305031109.375700 0.151192 0.010295 0.009022
1305031109.385700 0.146844 0.010280 0.008335
1305031109.395800 0.142603 0.010188 0.007598
1305031109.405700 0.137904 0.010216 0.007292
1305031109.415800 0.133429 0.010153 0.006809
1305031109.425800 0.129072 0.010075 0.006199
1305031109.435800 0.124834 0.010264 0.005433
1305031109.445700 0.120367 0.010123 0.004887
1305031109.455800 0.116126 0.010030 0.004150
1305031109.465800 0.111912 0.009987 0.003196
1305031109.475800 0.107542 0.009705 0.002677
1305031109.485800 0.103229 0.009662 0.001710
1305031109.495700 0.099034 0.009746 0.000603
1305031109.505700 0.094799 0.009435 -0.000183
1305031109.515800 0.090800 0.009237 -0.001238
1305031109.525700 0.086574 0.008990 -0.002101
1305031109.535700 0.082586 0.008996 -0.003246
1305031109.545800 0.078559 0.008749 -0.004084
1305031109.555800 0.074650 0.008628 -0.005064
1305031109.565700 0.070499 0.008473 -0.005712
1305031109.575700 0.066493 0.008493 -0.006718
1305031109.585800 0.062467 0.008387 -0.007570
1305031109.595700 0.058514 0.008231 -0.008193
1305031109.605700 0.054588 0.008125 -0.009033
1305031109.615800 0.050971 0.008223 -0.009926
1305031109.625700 0.047201 0.008222 -0.010399
1305031109.635700 0.043486 0.008460 -0.011319
1305031109.645700 0.039727 0.008664 -0.011883
1305031109.655700 0.035959 0.008804 -0.012370
1305031109.665700 0.032180 0.008881 -0.012780
1305031109.675700 0.028176 0.008909 -0.012998
1305031109.685700 0.024409 0.009190 -0.013499
1305031109.695700 0.020300 0.009436 -0.013682
1305031109.705700 0.016397 0.009605 -0.013902
1305031109.715700 0.012317 0.010041 -0.014315
1305031109.725700 0.008280 0.010238 -0.014268
1305031109.735800 0.004260 0.010421 -0.014361
1305031109.745700 0.000351 0.010808 -0.014533
1305031109.755800 -0.003877 0.010928 -0.014574
1305031109.765700 -0.007799 0.010970 -0.014641
1305031109.775800 -0.011712 0.011076 -0.014784
1305031109.785700 -0.015821 0.011322 -0.014966
1305031109.795800 -0.019986 0.011329 -0.014702
1305031109.805700 -0.023867 0.011906 -0.015104
1305031109.815700 -0.028277 0.011738 -0.014494
1305031109.825800 -0.032439 0.012027 -0.014257
1305031109.835800 -0.036573 0.012365 -0.014237
1305031109.845700 -0.040953 0.012527 -0.013872
1305031109.855700 -0.045188 0.012724 -0.013850
1305031109.865800 -0.049720 0.012929 -0.013078
1305031109.875800 -0.054218 0.012965 -0.012572
1305031109.885800 -0.058531 0.013429 -0.012730
1305031109.895700 -0.063076 0.013290 -0.011854
1305031109.905700 -0.067430 0.013361 -0.011691
1305031109.915800 -0.071907 0.013664 -0.011352
1305031109.925700 -0.076440 0.013728 -0.010566
1305031109.935800 -0.080827 0.013968 -0.010138
1305031109.945700 -0.085159 0.014446 -0.010157
1305031109.955700 -0.089655 0.014623 -0.009665
1305031109.965800 -0.094062 0.014736 -0.009083
1305031109.975800 -0.098622 0.014752 -0.008080
1305031109.985700 -0.103009 0.014992 -0.007652
1305031109.995700 -0.107288 0.015295 -0.007289
1305031110.005800 -0.111792 0.015549 -0.006734
1305031110.015700 -0.116210 0.015458 -0.006061
1305031110.026000 -0.120517 0.015572 -0.005467
1305031110.035700 -0.124753 0.015636 -0.004643
1305031110.045700 -0.128807 0.015847 -0.004457
1305031110.055800 -0.132907 0.016024 -0.003915
1305031110.065700 -0.136909 0.016060 -0.003346
